speciesid | content
200003471 | 稀叶珠蕨 xi ye zhu jue 
200003471 | Pteris stelleri S. G. Gmelin, Novi Comment. Acad. Sci. Imp. Petrop. 12: 519. 1768; Allosorus gracilis (Michaux) C. Presl; A. stelleri (S. G. Gmelin) Ruprecht; Cheilanthes gracilis (Michaux) Kaulfuss; Pellaea gracilis (Michaux) Hooker; P. stelleri (S. G. Gmelin) Baker; Pteris gracilis Michaux.
200003471 | Rhizomes slender, long creeping; scales light brown, lanceolate or ovate-lanceolate. Fronds scattered along rhizomes; stipe brownish straw-colored, glabrous, stipe of sterile frond 3-8 cm, that of fertile frond 6-12 cm. Sterile fronds: lamina yellowish green, ovate or ovate-oblong, 3-6 × 1.5-3 cm, 1- or 2-pinnate, herbaceous to membranous, glabrous on both surfaces, apex obtuse; hydathodes poorly developed or absent. Fertile fronds: lamina broadly lanceolate or oblong, 4-8 × 1.8-4 cm, 2-pinnate. Sterile pinnae 3 or 4 pairs, subrounded, margins entire or slightly undulate, apex obtuse. Fertile pinnae 4 or 5 pairs, shortly stalked or subsessile, basal pair largest, 1-pinnate. Pinnules 1 or 2 pairs, anadromous, broadly lanceolate, shortly stalked or sessile, base cuneate, apex acute or obtuse. Sori borne at vein tips, discrete, often confluent at maturity. False indusia pale green, membranous, margins somewhat irregular, not reaching to main vein.
200003471 | Rock crevices in Abies or Rhododendron woodlands; 1700-4200 m. Gansu, Hebei, Qinghai, Shaanxi, Shanxi, Sichuan, Taiwan, Xinjiang, SE Xizang, NW Yunnan [Afghanistan, Bhutan, India, Japan, Kashmir, Nepal, Russia; North America].
200003472 | 黑心蕨 hei xin jue 
200003472 | Pteris concolor Langsdorff & Fischer, Pl. Voy. Russes Monde 19, t. 21. 1810; Allosorus concolor (Langsdorff & Fischer) Kuntze; Cheilanthes concolor (Langsdorff & Fischer) R. M. Tryon & A. F. Tryon; Pellaea concolor (Langsdorff & Fischer) Baker; Pteris cheilanthoides Hayata.
200003472 | Rhizomes erect or ascending, short. Fronds monomorphic, clustered. Stipe reddish brown, shiny, 6-24 cm × 1-2 mm, rounded abaxially, shallowly grooved adaxially, with 1 U-shaped vascular bundle at base. Lamina green to yellowish green, pentagonal to elongate pentagonal, as long as wide, 4-8 cm, pedate-bipinnatisect to pedate quadripinnatisect, lacking proliferous buds, thin to relatively firm in texture, glabrous, base deeply cordate, apex of segments acute, bluntly to sharply pointed. Middle primary segment broadly rhombic, 3.5-5 × 2-4 cm, base broadly cuneate, decurrent along rachis. Lateral pair of pinnae deltoid, 3-4.5 × 2.5-3.5 cm, bases decurrent and connected to middle pinna with broad wings; basiscopic pinnules much longer than acroscopic ones, proximal basiscopic pinnule longest, pinnatipartite margins entire or slightly crenate, with a white or brown border. Veins free, obscure, free vein ends forming adaxial hydathodes. Sori along segment margins, interrupted at sinuses and segment tips. Spores yellow, rugulate. 2n = 60.
200003472 | Terrestrial or on rocks, along streams, in forests or open areas; 200-900 m. Guangdong, Guangxi, Hainan, Taiwan [India, Malaysia, Sri Lanka, Vietnam; Africa, Australia, Caribbean islands, Central and South America, Madagascar, Mexico].
250098310 | 剑叶书带蕨 jian ye shu dai jue 
250098310 | Vittaria amboinensis Fée, Mém. Foug. 3: 14. 1852; Taeniopsis amboinensis (Fée) Beddome; V. chingii B. S. Wang; V. ensata Christ; V. latifolia Ching (1959), not Benedict (1914); V. lauana Ching.
250098310 | Rhizome thick, long creeping, bearing roots with very numerous water-absorbing root hairs; scales dark brown, obscure iridescent, subulate-lanceolate, 3-5 mm, ca. 0.5 mm wide at base, margin prominently denticulate, apex acuminate, apical areole not transparent, wall thick, obviously verrucate, dark colored. Fronds clustered, 2-4 mm apart; stipe 4-10 cm, slender, appressed, base covered with scales; lamina stiffly papery, or thinly leathery, brown when dry, lanceolate, 20-40 × 1-2.5 cm, gradually narrowed to both ends, base long attenuated along stipe, margin slightly revolute when dry, apex long acuminate; costa ± invisible and narrowly concave adaxially, raised abaxially, flattened, veins evident. Soral line submarginal, superficial, or slightly immersed, infra-medial and apical part sterile; paraphyses many, long, with head obconic, ca. 2 × as long as wide. Spores monolete, oblong in outline, surface papillate.
250098310 | Epiphytic or epilithic in evergreen forests. Guangdong, Guangxi, Hainan, Yunnan [Cambodia, N India, Indonesia, Japan, Laos, Malaysia, Myanmar, Thailand, Vietnam].
242413319 | 姬书带蕨 ji shu dai jue 
242413319 | Vittaria anguste-elongata Hayata, Icon. Pl. Formosan. 6: 161. 1916.
242413319 | Rhizome slender, long creeping, ascending; scales yellow-brown, bright iridescent, linear-lanceolate, 5-7 mm, 0.2-0.3 mm wide at base, margin subentire, apex bristlelike, often with a glandlike head, marginal lumina wall thin, dark brown. Fronds clustered; stipe indistinct, slender, appressed, glabrous; lamina thinly herbaceous, brown when dry, linear, 8-30 × 0.2-0.4 cm, gradually narrowed to both ends, apex shortly acuminate or caudate; costa slender, indistinct abaxially, slightly raised adaxially, veins not evident. Soral line marginal, immersed in deep groove, open outward, fertile throughout; paraphyses many, long, with head obconic, ca. 2 × as long as wide. Spores monolete, oblong in outline, surface ornamentation obscure.
242413319 | Epiphytic or epilithic; sea level to 1000 m (in Taiwan). Fujian, Hainan, Taiwan [Japan (Ryukyu Islands), Philippines].
242413319 | Iwatsuki et al. (Fl. Japan 1: 87. 1995) treated Vittaria anguste-elongata as a synonym of V. ensiformis Swartz (Haplopteris ensiformis (Swartz) E. H. Crane), which is widely distributed in the Old World tropics. However, Knapp (Ferns Fern Allies Taiwan, 426, 482. 2011) reports that some populations in S Taiwan (southernmost tip of Ping Dong County) have a narrower, more leathery lamina and rhizome scales with fewer, larger cells than material of H. anguste-elongata from other areas in Taiwan and probably represent H. ensiformis s.s.
250098311 | 带状书带蕨 dai zhuang shu dai jue 
250098311 | Vittaria doniana Mettenius ex Hieronymus, Hedwigia 57: 204. 1916; V. forrestiana Ching.
250098311 | Rhizome thick, shortly creeping; scales yellow-brown, bright iridescent, soft, twisted, linear-lanceolate, 10-20 × 1-2.5 mm, lower margin subentire, upper part minutely denticulate, apex long acuminate, areole wall thin. Fronds clustered; stipe thick, short, 1-2 cm; lamina thick leathery, shrunken when dry, ribbonlike, 15-35+ × 1-3 cm, widest at middle or above, base long attenuate and winged on stipe, margin cartilaginous, apex long attenuate or caudate; costa thick, slightly raised adaxially, keeled abaxially. Soral line 1-2 mm from margin, superficial; paraphyses long, with head obconic, longer than wide. Spores monolete, oblong in outline, surface rugate.
250098311 | Epiphytic or epilithic; 1600-3300 m. Guangxi, Guizhou, Xizang, Yunnan [N India, N Myanmar].
250098311 | Vittaria forrestiana perhaps represents a thin-fronded form of this species, which was found mainly from NW Yunnan. The reports of Haplopteris doniana from Thailand, Indochina, and Japan are all misidentifications of H. amboinensis (V. amboinensis Fée).
250098319 | 唇边书带蕨 chun bian shu dai jue 
250098319 | Vittaria elongata Swartz, Syn. Fil. 109, 302. 1806; V. formosana Nakai; V. ogasawarensis Kodama; V. pauciariolata Ching; V. tortifrons Hayata.
250098319 | Rhizome rather long creeping, much branched, bearing roots with very numerous water-absorbing root hairs; scales dark brown, brightly iridescent, subulate-lanceolate, 4-5 mm, 0.5-1 mm wide at base, margin prominently denticulate, apex bristlelike, areole wall thick, dark colored. Fronds clustered, drooping; stipe ca. 0.5 mm distant; lamina thinly leathery, linear or ribbonlike, up to 100 × 0.5-2 cm, base gradually narrowed, apex rounded or obtuse; costa slender, not prominent, veins evident. Soral line marginal, immersed in deep groove, open outward, fertile throughout; paraphyses many, long, with head obconic, longer than wide. Spores monolete, narrowly oblong in outline, surface ornamentation obscure.
250098319 | Epiphytic or epilithic; 100-1400 m. Fujian, Guangdong, Guangxi, Hainan, Taiwan, SE Xizang, S Yunnan [Indonesia, S Japan, Laos, Malaysia, Myanmar, Nepal, Philippines, Sri Lanka, Thailand, Vietnam; Australia, Madagascar].
250098319 | Haplopteris elongata always grows with other epiphytic ferns, notably with Pseudodrynaria coronans (Aglaomorpha coronans) and species of the Asplenium nidus and A. laserpitiifolium groups. It is a polymorphic species, with fluctuations in plant size and scale color depending on the habitat. All Chinese records of Vittaria zosterifolia Willdenow and V. merrillii Christ were based on misidentifications of this species.
242413320 | 书带蕨 shu dai jue 
242413320 | Vittaria flexuosa Fée, Mém. Foug. 3: 16. 1852; Haplopteris modesta (Handel-Mazzetti) E. H. Crane; V. caricina Christ; V. costularis Ching; V. filipes Christ; V. japonica Miquel; V. lanceola Christ; V. modesta Handel-Mazzetti; V. nana Ching; V. ophiopogonoides Ching.
242413320 | Rhizome shortly creeping; scales deciduous, yellow-brown, bright, iridescent, subulate-lanceolate, (2-)5-6 mm, 0.2-0.5 mm wide at base, margin denticulate, apex bristlelike, areole wall thick, dark colored. Fronds clustered; stipe slender, short, base pale brown, with small fibrous scales; lamina herbaceous, linear, 15-40+ × 0.4-0.6 cm, small ones 6-12 × 0.1-0.25 cm, narrowed gradually to both ends, base long attenuate; costa narrowly concave adaxially, raised abaxially, slender, veins invisible, margin revolute and partly covering sori. Soral line submarginal, immersed in groove, with a broad area between costa, but in narrow-fronded plants line occupying whole area when mature, fertile medially; paraphyses many, long, with head obconic, ± as long as wide. Spores monolete, oblong in outline, surface obscurely papillate.
242413320 | Epiphytic or epilithic; 100-3200 m. Anhui, Chongqing, Fujian, Guangdong, Guangxi, Guizhou, Hainan, Hubei, Hunan, Jiangsu, Jiangxi, Sichuan, Taiwan, Xizang, Yunnan, Zhejiang [Bhutan, Cambodia, India (Sikkim), Japan, Korea, Laos, Myanmar, Nepal, Thailand, Vietnam].
242413320 | The narrow-fronded form, with soral line occupying area between costa, growing in crevices of rocks in dry conditions or on wet cliffs of caves, is also known as Vittaria caricina, V. nana, and V. modesta; the epiphytic long-fronded form from humid evergreen monsoon forests in E Himalaya is called V. ophiopogonoides; while intermediate forms are known as V. filipes or V. costularis. This species, widespread in E Asia, is very variable in size but constant in its scale and paraphysis characters and its lamina margin always revolute and partly covering sori.
250098315 | 平肋书带蕨 ping lei shu dai jue 
250098315 | Vittaria fudzinoi Makino, Bot. Mag. (Tokyo) 12: 28. 1898; V. centrochinensis Ching ex J. F. Cheng; V. japonica Miquel var. sessilis Eaton ex Yoshinaga; V. sessilis (Eaton ex Yoshinaga) Makino (1916), not Copeland (1914); V. suberosa Christ.
250098315 | Rhizome shortly creeping, or ascending; scales yellow-brown, bright iridescent, soft, twisted, small ones ca. 5 × 1 mm, subulate-triangular, margin denticulate, large ones ca. 8 mm, 0.1-0.2 mm wide, linear-lanceolate, apex bristlelike, margin subentire. Fronds clustered; stipe dark, 1-6 cm, or nearly absent; lamina thickly leathery, linear or narrowly ribbonlike, 15-55 × ca. 0.5(-1) cm, narrowed gradually to both ends, base long attenuate; costa raised adaxially, adaxial surface with 2 parallel long grooves beside costa, also raised abaxially, broadened, flattened. Soral line close to margin, immersed in groove or ± superficial; paraphyses long, with head obconic, longer than wide. Spores monolete, oblong in outline, surface obscurely papillate.
250098315 | Epiphytic or epilithic; 1300-2800 m. Anhui, Chongqing, Fujian, Guangdong, Guangxi, Guizhou, Hubei, Hunan, Jiangxi, Sichuan, Yunnan, Zhejiang [Japan].
250098315 | The broad-fronded form, with soral line ± superficial and scales more brown in color, is mainly from Guangdong, Guangxi, Hunan, Jiangxi, and Zhejiang, and has been published as Vittaria centrochinensis. It approaches Haplopteris taeniophylla.
250098317 | 海南书带蕨 hai nan shu dai jue 
250098317 | Vittaria hainanensis C. Christensen ex Ching, Sinensia 1: 182. 1931.
250098317 | Rhizome shortly creeping, ca. 2 mm thick; scales dark brown, bright iridescent, linear-lanceolate, 5-10 mm, ca. 0.5 mm wide at base, apex bristlelike, marginal row of areole thin-walled, middle areole wall thick, dark colored. Fronds clustered; stipe absent; lamina very leathery, linear or lanceolate, 10-30 × 0.2-0.4(-1.1) cm, usually widest near middle, narrowed gradually to both ends, flattened to very base, margin strongly revolute; costa visible abaxially, sometimes adaxially, not raised; veins usually not evident. Soral line submarginal, immersed in deep groove, thus raised above; paraphyses long, with head obconic, ± as long as wide. Spores monolete, oval in outline, surface obscurely papillate.
250098317 | On palm trees; 100-1000 m. Hainan, S Yunnan [N Vietnam].
250098317 | Whether Haplopteris hainanensis is conspecific with H. ensiformis (Swartz) E. H. Crane or not is unclear.
250098312 | 喜马拉雅书带蕨 xi ma la ya shu dai jue 
250098312 | Vittaria himalayensis Ching, Sinensia 1: 190. 1931.
250098312 | Rhizome shortly creeping, 3-5 mm thick; scales dark brown, bright iridescent, linear-lanceolate, ca. 10 × 1 mm, apex bristlelike, margin obviously denticulate. Fronds clustered; stipe slender, short or long; lamina thinly herbaceous, linear, 30-60 × 0.5-0.6 cm, wider usually near middle, narrowed gradually to both ends, base attenuate to very base; costa invisible adaxially, raised abaxially, flattened. Soral line ca. 1 mm from margin, superficial; paraphyses long, with head obconic, longer than wide. Spores monolete, oblong in outline, surface papillate.
250098312 | Epiphytic or epilithic; 1700-2900 m. S Xizang, NW and W Yunnan [Bhutan, N India, Nepal].
250098316 | 线叶书带蕨 xian ye shu dai jue 
250098316 | Vittaria linearifolia Ching, Sinensia 1: 183. 1931.
250098316 | Rhizome shortly creeping; scales light brown, bright iridescent, lanceolate, ca. 10 mm, ca. 1.5 mm wide at base, twisted, margin denticulate. Fronds clustered; stipe shorter, slender, glabrous, light brown at base; lamina thickly leathery, linear, 20-50 × 0.2-0.4 cm, margin strongly revolute; costa invisible adaxially, raised abaxially, flattened, very broad, up to half of width of lamina. Soral line deeply immersed in groove, very close to costa; paraphyses long, with head obconic, as long as or slightly shorter than wide. Spores monolete, oblong in outline, surface ornamentation obscure.
250098316 | Epiphytic or epilithic; 1700-3400 m. SE Xizang, NW and W Yunnan [India (Assam), N Myanmar].
250098313 | 中囊书带蕨 zhong nang shu dai jue 
250098313 | Vittaria mediosora Hayata, Icon. Pl. Formosan. 5: 346. 1915; V. stenophylla Copeland; V. tibetica Ching & S. K. Wu.
250098313 | Rhizome shortly creeping or ascending; scales brown, bright iridescent, linear-lanceolate, 3-7 × ca. 0.2 mm, margin minutely denticulate, apex bristlelike. Fronds clustered; stipe slender, ca. 1 mm thick, 4-5 cm; lamina herbaceous, linear, 10-25 × 0.2-0.3 cm, base attenuate, margin straight or slightly revolute, apex gradually narrowed; costa invisible adaxially, raised abaxially, flattened, slender. Soral line superficial, between costa and margin of lamina; paraphyses long, with head obconic, as long as wide. Spores monolete, elliptic in outline, surface ornamentation obscure.
250098313 | Epiphytic or epilithic; 2300-3500 m. W Sichuan, C Taiwan, Xizang, C Yunnan [E Himalaya, Philippines].
250098314 | 曲鳞书带蕨 qu lin shu dai jue 
250098314 | Vittaria plurisulcata Ching, Sinensia 1: 186. 1931.
250098314 | Rhizome shortly creeping; scales light brown, lanceolate, 5-8 mm, ca. 1 mm wide at base, areole wall thin, soft, twisted, margin entire, apex bristlelike. Fronds clustered; stipe short; lamina herbaceous, lanceolate, 30-40 × 0.5-0.8 cm, gradually narrowed to both ends, margin slightly revolute; costa invisible adaxially, slightly raised abaxially, slender. Soral line immersed in groove, close to revolute margin, ca. 2 mm from costa, lower 1/3 not fertile; paraphyses long, with head obconic, ca. 2 × as long as wide. Spores monolete, elliptic in outline, surface ornamentation obscure.
250098314 | Epiphytic or epilithic; 1800-2900 m. W Sichuan, ?C Taiwan, Xizang, C Yunnan [N Vietnam].
250098314 | Reviewer Ralf Knapp suspects that the record from Taiwan is based on a misidentification of Haplopteris flexuosa (or possibly H. taeniophylla).
250098318 | 锡金书带蕨 xi jin shu dai jue 
250098318 | Vittaria sikkimensis Kuhn, Linnaea 36: 66. 1869.
250098318 | Plants very small. Rhizome very slender, shortly creeping or ascending; scales pale-brown, bright iridescent, subulate-lanceolate, 2-4 × 0.25-0.5 mm, marginal row of areole thin-walled, middle areole wall thick, dark colored; margin minutely denticulate, apex long bristlelike. Fronds clustered; stipe short, slender, appressed; lamina thinly herbaceous, linear, (1.5-)4-6(-12) cm × (0.5-)1(-1.5) mm, margin slightly revolute, apex acute or rounded, base long attenuate; costa invisible adaxially, raised abaxially, wide, flattened. Soral line deeply immersed in groove, covered by costa, occupying area between costa and margin when mature; paraphyses long, with head obconic, longer than wide. Spores monolete, elliptic in outline, surface sparsely papillate.
250098318 | Epiphytic or epilithic in evergreen broad-leaved forests, mixed with Leucobryum; 1400-2200 m. SE Xizang, S, SE, and W Yunnan [N India, Myanmar, N Thailand, N Vietnam].
242413321 | 广叶书带蕨 guang ye shu dai jue 
242413321 | Vittaria taeniophylla Copeland, Philipp. J. Sci. Suppl. 1: 157. 1906; V. arisanensis Hayata.
242413321 | Rhizome shortly creeping; scales pale-brown, bright iridescent, lanceolate, ca. 10 × 0.5 mm. Fronds clustered; stipe absent; lamina thinly leathery, ribbonlike, 30-60+ × 0.6-1.2 cm, widest at middle or above, base long attenuate, apex acute; costa distinct. Soral line 1-1.3 mm from margin, superficial or slightly immersed.
242413321 | Epiphytic on base of tree trunks; 2000-2600 m. Taiwan, Zhejiang [Philippines].
242332957 | 连孢一条线蕨 lian bao yi tiao xian jue 
242332957 | Pleurogramma ? paradoxa Fée, Mém. Foug. 3: 38. 1852; Vaginularia paradoxa (Fée) Mettenius ex Miquel.
242332957 | Small grasslike plants, fronds filiform. Rhizome less than 1 mm thick, creeping, stipes ca. 1 mm apart. Scales dark brown, clathrate, lanceolate, 0.8-1.25 × 0.25-0.5 mm, margin denticulate. Fronds clustered; lamina filiform, 3-12 cm × 0.5-1 mm, base long attenuate, apex acute, without lateral vein. Sorus solitary along groove in costa, elongate, not interrupted, covered by raised margins of costa, fertile medially, swollen when mature; paraphyses filiform, without a head. Spores trilete, surface ornamentation obscure.
242332957 | Very rare, epiphytic or epilithic; 700-1400 m. Taiwan [Indonesia, Philippines, Sri Lanka, Thailand; Pacific islands (Micronesia, Polynesia)].
242332959 | 针叶蕨 zhen ye jue 
242332959 | Vaginularia trichoidea Fée, Mém. Foug. 3: 34. 1852.
242332959 | Small grasslike plants, fronds filiform. Rhizome less than 1 mm thick, creeping, stipes ca. 1 mm apart. Scales brown, subulate-lanceolate, ca. 0.5 mm, clathrate. Fronds clustered; lamina filiform, 5-12 cm, ca. 0.5 mm wide at sterile part; costa throughout, with 1 or 2 lateral veins. Sori 1 or 2 per frond, on lateral veins, covered by costa and outer side of raised lateral vein; paraphyses without a head, many. Spores trilete, surface ornamentation obscure.
242332959 | Epilithic on shaded wet rocks in dense forests in valleys; 700-1400 m. Hainan, ?Taiwan [Indonesia (Sumatra), Malaysia, Philippines, S Thailand].
242332959 | Reviewer Ralf Knapp notes that the present status for Taiwan is unconfirmed (see also Knapp, Ferns Fern Allies Taiwan, 467. 2011).
200003483 | 狭叶金粉蕨 xia ye jin fen jue 
200003483 | Onychium angustifolium Ching, Acta Phytotax. Sin. 20: 233. 1982, not O. angustifolium (Kunth) Kunze (1848).
200003483 | Rhizomes long creeping or occasionally shortly creeping; scales dark brown, subulate-lanceolate. Fronds slightly dimorphic, mostly relatively closely spaced. Stipe straw-colored above a ± black base, 4-11 cm × ca. 1 mm. Lamina of sterile fronds narrowly lanceolate, 5-7 cm, pinnate-pinnatifid. Lamina of fer-tile fronds larger than sterile lamina, lanceolate or narrowly lanceolate, 7-12 × 1-3 cm, apex pinnatifid and long acuminate, 2-pinnate, thinly papery when dry, green to grayish green, not farinose. Lateral pinnae 7-15 pairs, strongly ascending obliquely, basal pair largest, deltoid-lanceolate or oblong-lanceolate, 1.5-2 × 0.4-0.5 cm. Pinnules (segments) of sterile fronds oblong, ca. 2 × 1 mm, apex acute or with 2 or 3 sharp teeth, 1 tooth per veinlet. Ultimate pinnules (segments) of fertile fronds linear, 4-8 × ca. 0.7 mm, base narrowly cuneate and narrowly winged-decurrent on costae, apex acuminate. Sori 3-6 mm. False indusia oblong to linear, entire.
200003483 | ● Exposed rock crevices. C Sichuan.
200003483 | Onychium angustifrons has lamina less divided than most other Onychium species and is small in stature, mostly less than 20 cm tall. It resembles O. moupinense in habit. Further studies are needed to show whether it is indeed a distinct species or merely a reduced form of O. moupinense in an extreme habitat.
242334379 | 黑足金粉蕨 hei zu jin fen jue 
242334379 | Onychium japonicum (Thunberg) Kunze var. intermedia C. B. Clarke; O. japonicum var. multisecta C. B. Clarke.
242334379 | Rhizomes long creeping; scales dark brown, lanceolate. Fronds monomorphic, closely or widely spaced. Stipe (15-)20-50 cm × 2-3 mm, straw-colored above a black base. Lamina ovate to ovate-deltoid or often broadly ovate, (12-)20-38 × 10-26 cm, apex acuminate, finely 4-pinnate-pinnatifid, thinly papery when dry, green to grayish green, not farinose. Lateral pinnae 10-14 pairs, basal pair largest, ovate-deltoid, apex acuminate, 10-25 × 5-14 cm, stalked to ca. 1 cm. Ultimate pinnules (segments) not overlapping, linear to narrowly oblanceolate, narrowly oblong, or narrowly elliptic, 2-5 × 0.5-1.5 mm wide, margins often cartilaginous, entire or with 1 or 2 sharp teeth, base cuneate, decurrent, apex acute to slightly acuminate. Sori 1-3 mm. False indusia linear to oblong, extending nearly to midvein, entire. 2n = 87, 116.
242334379 | Open woods, stream banks, valleys, often forming large, dense, clonal colonies; 1200-3500 m. S Gansu, Guizhou, Sichuan, Taiwan, S Xizang, NW Yunnan [Bhutan, Cambodia, India, Laos, Myanmar, Nepal, Thailand, Vietnam].
242334379 | The Onychium cryptogrammoides group is a polyploid complex that requires further study. Onychium cryptogrammoides resembles O. japonicum but differs in its black stipe bases, finely divided lamina, and more slender costae and costules. The two species have different distributions. The name O. contiguum Wallich ex C. Hope has been applied to this taxon in much of the literature on Asian pteridophytes, but that epithet is a nom. illeg. superfl. for the taxon here treated as O. japonicum var. lucidum, as the basionym Leptostegia lucida D. Don was cited in synonymy in the protologue.
200003485 | 野雉尾金粉蕨 ye zhi wei jin fen jue 
200003485 | Rhizomes long creeping; scales brown or reddish brown, lanceolate. Fronds slightly dimorphic (fertile fronds slightly more coarsely divided than sterile ones), mostly widely spaced. Stipe 7-45(-60) cm, 2-4 mm in diam., straw-colored throughout or with a brown to dark brown base, dark color sometimes extending to rachis abaxially. Lamina ovate-deltoid or narrowly ovate, (9-)20-48 × 10-20 cm, apex acuminate, finely 2-pinnate-pinnatifid to 4-pinnate, firmly papery when dry, green to dark green or grayish green, not farinose. Lateral pinnae 10-15 pairs, deltoid-lanceolate or oblong-lanceolate; basal pair largest, 9-20 × 5-10 cm, stalked to 1-2 cm, apex acuminate. Ultimate fertile pinnules (segments) crowded, sometimes overlapping, linear to linear-lanceolate, 4-10 × 1-2 mm, apex acute. Ultimate sterile pinnules (segments) similar to fertile ones but mostly somewhat shorter, apex shortly acuminate. Sori (2-)3-6 mm. False indusia extending nearly to midvein, entire. 2n = 58, 87, 116, 174.
200003485 | Stream banks, roadsides, forest margins, mountain slopes; 200-2400 m. Anhui, Fujian, Gansu, Guangdong, Guangxi, Guizhou, W Hebei, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Shaanxi, Shandong, Sichuan, Taiwan, Xizang, Yunnan, Zhejiang [Bhutan, India, Indonesia, Japan, Korea, Myanmar, Nepal, Pakistan, Philippines, Thailand, Vietnam; Pacific islands].
200003485 | The Onychium japonicum/O. moupinense group is a polyploid complex whose taxonomy requires further study. Although the two varieties reported for China have been treated as separate species by some botanists, they exhibit a great deal of morphological overlap and perhaps should not be formally recognized.
200003485 |                                   1
  Plants (16-)40-60 cm tall; stipe straw- colored above a sometimes brown to dark brown base; ultimate pinnules or segments usually 5-7 mm.
   
  5a var. japonicum
+
  Plants (39-)45-80 cm tall; stipe brown to dark brown above base, at least abaxially, dark color sometimes extending to rachis; ultimate pinnules or segments mostly 7-10 mm.
   
  5b var. lucidum
200003485 |                           
Lower TaxaOnychium japonicum var. japonicum  Onychium japonicum var. lucidum  (D. Don) Christ
200003485 | Lower Taxa
200003487 | 木坪金粉蕨 mu ping jin fen jue 
200003487 | Rhizomes long creeping; scales dark brown, subulate-lanceolate to lanceolate. Fronds monomorphic or slightly dimorphic (fertile laminae somewhat wider and more finely divided than sterile ones), closely to widely spaced. Stipe straw-colored above a sometimes brown base, 5-32 cm × ca. 1 mm. Lamina of sterile fronds narrowly lanceolate to lanceolate, 10-15 × 2.5-3.5 cm, 2-pinnate or 2-pinnate-pinnatifid. Lamina of fertile fronds larger than sterile lamina, lanceolate to ovate-lanceolate, 14-32 × 6-10 cm, apex long attenuate to somewhat caudate, 3-pinnate, papery when dry, green to grayish green, not farinose. Lateral pinnae 8-15 pairs, obliquely patent or curved upward, basal pair largest, lanceolate or ovate-lanceolate, 3-8 × 2-3 cm, stalked to 5-10 mm, apex long acuminate or caudate. Ultimate pinnules (segments) of sterile fronds obliquely ovate, apex sharply serrate. Ultimate pinnules (segments) of fertile fronds linear, 3-8 × ca. 1.5 mm, base narrowly winged and decurrent on costae, apex acuminate. Sori 2-7 mm. False indusia oblong to linear, entire. 2n = 87, 174.
200003487 | Rock crevices under shrubs or in broad-leaved forests, shaded wet places; 500-1900 m. Hubei, Shaanxi, Sichuan, Yunnan [?Japan, Nepal].
200003487 | As noted under Onychium japonicum, the O. japonicum/O. moupinense group is a polyploid complex that requires further study. Two varieties are tentatively accepted here, both in China.
200003487 |                                   1
  Fronds subdimorphic; sterile lamina lanceolate; fertile lamina ovate- lanceolate; ultimate segments 6-8 mm; sori 5-7 mm.
   
  7a var. moupinense
+
  Fronds monomorphic or nearly so; sterile and fertile laminae lanceolate; ultimate segments 3-5 mm; sori 2-3 mm.
   
  7b var. ipii
200003487 |                           
Lower TaxaOnychium moupinense var. ipii  (Ching) K. H. ShingOnychium moupinense var. moupinense  
200003487 | Lower Taxa
200003488 | 繁羽金粉蕨 fan yu jin fen jue 
200003488 | Onychium japonicum (Thunberg) Kunze var. parvisorum Bonaparte.
200003488 | Rhizomes stout, decumbent; scales dark brown, shiny, subulate-lanceolate. Fronds monomorphic or nearly so (fully fertile fronds slightly more coarsely divided than entirely sterile ones, but many fronds intermediate), closely spaced, often appearing clustered. Stipe straw-colored above a brown base, (12-)25-30 cm × ca. 4 mm. Lamina deltoid-oblong or deltoid-ovate, 35-60 × 20-30 cm, apex acuminate, 4- or 5-pinnate-pinnatifid, thinly herbaceous when dry, bright green to grayish green, not farinose. Lateral pinnae 9-15 pairs, basal pair largest, (8-)15-22 × 6-16 cm, stalked to ca. 1.5 cm, apex acuminate. Pinnules deltoid or elongate ovate, stalked; stalks with narrow wings. Ultimate segments crowded, sometimes overlapping, linear to narrowly oblanceolate, 2-3(-7) × ca. 1 mm, apex acuminate. Sori 1-3 mm. False indusia extending nearly to midvein, margins entire. 2n = 116.
200003488 | Forests and ditches; 1200-2800 m. SW Sichuan, NW Yunnan [Bhutan, India, Nepal, Thailand].
200003489 | 金粉蕨 jin fen jue 
200003489 | Pteris siliculosa Desvaux, Mag. Neuesten Entdeck. Gesammten Naturk. Ges. Naturf. Freunde Berlin 5: 324. 1811; Acrostichum viviparum Cavanilles (1802), not Linnaeus f. (1782); Allosorus auratus (Kaulfuss) C. Presl; Cryptogramma aurata (Kaulfuss) Prantl; Onychium auratum Kaulfuss; O. chrysocarpum (Hooker & Greville) C. Christensen; O. siliculosum var. chrysocarpum (Hooker & Greville) Tardieu & C. Christensen; O. tenue Christ; Pteris aurata (Kaulfuss) Mettenius; P. chrysocarpa Hooker & Greville.
