"id"|"SPECIES"|"ADDRESS"|"SOURCE"
2731|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Okayama Prefecture,Okayama City,Musa                                                                                                                                                                                                                   "|"GBIF      "
2732|"Cryptotaenia africana Drude                                                                                                                                                                                                                                   "|",Ethiopia,,,                                                                                                                                                                                                                                                  "|"GBIF      "
2733|"Cryptotaenia africana Drude                                                                                                                                                                                                                                   "|",Cameroon,,,Cameroon Mountain                                                                                                                                                                                                                                 "|"GBIF      "
2734|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,,,Hama Matsi                                                                                                                                                                                                                                           "|"GBIF      "
2735|"Cryptotaenia polygama C.C.Towns.                                                                                                                                                                                                                              "|",Tanzania,Morogoro,Morogoro Rural,Nguru Mts. NE Maskati Mission on the SW slopes of the mountain. Dry montane forest.                                                                                                                                         "|"GBIF      "
2736|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,United States,Virginia,Fauquier,North of Hopewell Gap, western slope of Bull Run Mts.                                                                                                                                                           "|"GBIF      "
2737|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",TAIWAN (R.O.C),,,, China                                                                                                                                                                                                                                     "|"GBIF      "
2738|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,Hyogo,Kinosaki-gun, Hidaka-cho, Kinzan-toge,                                                                                                                                                                                                           "|"GBIF      "
2739|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",1,,,Kueihui(奎輝)                                                                                                                                                                                                                                            "|"GBIF      "
2740|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",USA,,Wilkinson,                                                                                                                                                                                                                                              "|"GBIF      "
2741|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",United States,North Carolina,Rutherford,On US Rt 74, 0.25 mi E of Lake Lure Inn.                                                                                                                                                                             "|"GBIF      "
2742|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Kanagawa Prefecture,Yokohama-shi, Minami-ku,Bessiyo                                                                                                                                                                                                    "|"GBIF      "
2743|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Kanagawa Prefecture,Kawasaki-shi, Tama-ku,Hayano                                                                                                                                                                                                       "|"GBIF      "
2744|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Hyogo Prefecture,Nishinomiya-shi,cult.                                                                                                                                                                                                                 "|"GBIF      "
2745|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Saitama,Hiki-gun Kawajimamura,Shiga                                                                                                                                                                                                                    "|"GBIF      "
2746|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,Canada,Québec,,Ile Bizard                                                                                                                                                                                                                      "|"GBIF      "
2747|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,Canada,Québec,,Montréal, rue Sherbrooke                                                                                                                                                                                                       "|"GBIF      "
2748|"Cryptotaenia elegans Webb ex Bolle                                                                                                                                                                                                                            "|",es,,,Canaries : Teneriffe, in opacis sylvarum regionis superioris, Taganana                                                                                                                                                                                  "|"GBIF      "
2749|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",CN,,,                                                                                                                                                                                                                                                        "|"GBIF      "
2750|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,USA,Connecticut,Hartford County,Rocky Hill                                                                                                                                                                                                      "|"GBIF      "
2751|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,USA,Connecticut,Hartford County,East Hartford                                                                                                                                                                                                   "|"GBIF      "
2752|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,United States,Missouri,Jasper,Low alluvial woods along Spring River, near Carthage.                                                                                                                                                             "|"GBIF      "
2753|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,United States,Missouri,Lawrence,Rich woods, along north-facing bluff of Honey Creek. 1/2 mile west of Elliot.                                                                                                                                   "|"GBIF      "
2754|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,United States,Missouri,Montgomery,Graham Cave State Park, on the E end of Graham Cave Glades Natural Area along dry creek bed, above waterfall                                                                                                  "|"GBIF      "
2755|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,CANADA,New Brunswick,Carleton (NB),Carleton (NB)                                                                                                                                                                                                "|"GBIF      "
2756|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,U.S.A.,Illinois,DuPage,Naperville                                                                                                                                                                                                               "|"GBIF      "
2757|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",US,Connecticut,Middlesex County,Hurd State Park                                                                                                                                                                                                              "|"GBIF      "
2758|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,MRC Rouville, Rougemont, mont Rougemont (EST)                                                                                                                                                                                                "|"GBIF      "
2759|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,Montréal; Parc du mont Royal                                                                                                                                                                                                                "|"GBIF      "
2760|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,Sainte-Famille, Ile d'Orléans                                                                                                                                                                                                               "|"GBIF      "
2761|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,Kanagawa,Ayase-shi,                                                                                                                                                                                                                                    "|"GBIF      "
2762|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,Hyogo,Sumoto-shi, Mikuma-yama.,                                                                                                                                                                                                                        "|"GBIF      "
2763|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",TAIWAN (R.O.C),,,ChitouLuku Hsiang, Taiwan                                                                                                                                                                                                                   "|"GBIF      "
2764|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,United States,Virginia,Fairfax,Virginia side of Potomac River, Chain Bridge to Cabin John Bridge                                                                                                                                                "|"GBIF      "
2765|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",New Zealand,,,Travis Swamp                                                                                                                                                                                                                                   "|"GBIF      "
2766|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",USA,,,                                                                                                                                                                                                                                                       "|"GBIF      "
2767|"Cryptotaenia elegans Webb ex Bolle                                                                                                                                                                                                                            "|",ESP,Tf,,El Cedro                                                                                                                                                                                                                                             "|"GBIF      "
2768|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",United States,North Carolina,Wake,Schenck Forest Natural Area: along path in SW part of area parallel to the main stream where drainage ditch intersects.                                                                                                    "|"GBIF      "
2769|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,USA,Kansas,Miami,Fontana, 2.5 mi E (straight line)                                                                                                                                                                                              "|"GBIF      "
2770|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,USA,Kansas,Doniphan,White Cloud, 2 mi SE                                                                                                                                                                                                        "|"GBIF      "
2771|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,USA,Tennessee,Macon,TN 56 jct with TN 262, 1.8 mi SE                                                                                                                                                                                            "|"GBIF      "
2772|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Kanagawa Prefecture,Ashigarakami-gun, Yamakita-machi,                                                                                                                                                                                                  "|"GBIF      "
2773|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Kanagawa Prefecture,Tsukui-gun, Fujino-machi,Hyuuga                                                                                                                                                                                                    "|"GBIF      "
2774|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Okayama,Ibara-shi,                                                                                                                                                                                                                                     "|"GBIF      "
2775|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",Japan,Kouchi Pref.,Susaki City,                                                                                                                                                                                                                              "|"GBIF      "
2776|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",,Kanagawa,,Hakone4                                                                                                                                                                                                                                           "|"GBIF      "
2777|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,Canada,Ontario,,King Tp., Pottageville                                                                                                                                                                                                          "|"GBIF      "
2778|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Saitama,Chichibu-gun Otakimura,                                                                                                                                                                                                                        "|"GBIF      "
2779|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Saitama,Chichibu-gun Otakimura,Irikawa-dani valley                                                                                                                                                                                                     "|"GBIF      "
2780|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",US,Massachusetts,Hampden County,Sunset Ridge, Wilbraham                                                                                                                                                                                                      "|"GBIF      "
2781|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",,Sichuan,Nanchuan County,Shimengou                                                                                                                                                                                                                           "|"GBIF      "
2782|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",,Sichuan,Wenchuan County,Qipangou                                                                                                                                                                                                                            "|"GBIF      "
2783|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"Hawaiian Islands,U.S.A.,Hawai`i,Honolulu,Honolulu. Plant collected in Palolo Valley.                                                                                                                                                                          "|"GBIF      "
2784|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"Hawaiian Islands,U.S.A.,Hawai`i,Honolulu,Honolulu, Manoa Valley, 2365 Hoomaha Way.                                                                                                                                                                            "|"GBIF      "
2785|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Saitama,Hiki-gun Hatoyamamachi,Kumai                                                                                                                                                                                                                   "|"GBIF      "
2786|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Shizuoka Prefecture,Atami-shi,Izumi,                                                                                                                                                                                                                   "|"GBIF      "
2787|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,Comté de Saint-Jean, sud-ouest de Saint-Jean-sur-le-Richelieu près de la limite de la municipalité de Sainte-Blaise; lot 170C, 250 mètres au sud-est de la cabane à sucre, 50 mètres au nord-est du chemin agricole bordant l'érabliè"|"GBIF      "
2788|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,Comté de Portneuf, Saint-Augustin, station agronomique                                                                                                                                                                                      "|"GBIF      "
2789|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,Laval-des-Rapides                                                                                                                                                                                                                            "|"GBIF      "
2790|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,Université Laval, Sainte-Foy (Flore de la Cité Universitaire)                                                                                                                                                                              "|"GBIF      "
2791|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,Canada,Québec,,Chambly                                                                                                                                                                                                                         "|"GBIF      "
2792|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,Canada,Québec,,Ile Lamarche                                                                                                                                                                                                                    "|"GBIF      "
2793|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Saitama,Hiki-gun Tokigawamura,Nishidaira                                                                                                                                                                                                               "|"GBIF      "
2794|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Shizuoka Prefecture,Itou-shi,Tootari,                                                                                                                                                                                                                  "|"GBIF      "
2795|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,Hyogo,,Hyogo Pref.; Mihara-gun, Seidan-cho, Matsuho                                                                                                                                                                                                    "|"GBIF      "
2796|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,Kyoto,,Honshu, Pref. Kyoto; Kameoka-shi, Kose-cho, Nango park.                                                                                                                                                                                         "|"GBIF      "
2797|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,Osaka,,HONSYU.pref.Osaka:,Toyonou-tyou Myoukennsan, 600m alt.                                                                                                                                                                                          "|"GBIF      "
2798|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,Hyogo,Shiso-gun, Haga-cho, Onzui-valley,                                                                                                                                                                                                               "|"GBIF      "
2799|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Taiwan,TAIWAN,ILAN HSIEN,                                                                                                                                                                                                                                    "|"GBIF      "
2800|"Cryptotaenia calycina C.C.Towns.                                                                                                                                                                                                                              "|",Tanzania,Morogoro,Morogoro Rural,W slopes of Nguru Mts. above Maskati. Arundinaria alpina forest and thicket.                                                                                                                                                "|"GBIF      "
2801|"Cryptotaenia calycina C.C.Towns.                                                                                                                                                                                                                              "|"Africa,Tanzania,Morogoro,,Rubeho Mountains, Ukwiva FR pt17 - pt18. Montane forest with grassy glades/hilltops & swamps                                                                                                                                        "|"GBIF      "
2802|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,United States,District of Columbia,,Rock Creek Park.  Pinehurst Tributary Horse trail paralleling Beach Drive, opposite picnic Grove #8. Rock Creek Park & vicinity                                                                             "|"GBIF      "
2803|"Cryptotaenia africana Drude                                                                                                                                                                                                                                   "|",Ethiopia,,,                                                                                                                                                                                                                                                  "|"GBIF      "
2804|"Cryptotaenia africana Drude                                                                                                                                                                                                                                   "|",Cameroon,,,Cameroon Mountain                                                                                                                                                                                                                                 "|"GBIF      "
2805|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Japan,Aomori,Higashitsugaru-gun Nishihirauchi-mura,                                                                                                                                                                                                          "|"GBIF      "
2806|"Cryptotaenia africana Drude                                                                                                                                                                                                                                   "|",TZ,-,,Arusha, Arumeru District, Mont Meru, Arusha National Park                                                                                                                                                                                              "|"GBIF      "
2807|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,United States of America,Hawaii,,Tantalus, access road to Puu Ohia, ca. 50 m above gate (and private driveway), roadside.                                                                                                                       "|"GBIF      "
2808|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,United States of America,New York,Putnam Co.,ca 7 km (by air) W of New York/Connecticut state border and ca 10 km (by air) N of Putnam/Westchester county border, Ice Pond Conservation Area, E of Ice Pond Road, N of Route 312 and W of Ice Po"|"GBIF      "
2809|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",TAIWAN (R.O.C),,,Yushan National ParkChohsi Hsiang, Taiwan                                                                                                                                                                                                   "|"GBIF      "
2810|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"Hawaiian Islands,U.S.A.,Hawaii,Hawai`i,Pololu Valley, Kohala.                                                                                                                                                                                                 "|"GBIF      "
2811|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",US,Rhode Island,Providence County,Breakneck Hill Road                                                                                                                                                                                                        "|"GBIF      "
2812|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",Canada,Ontario,Hamilton-Wentworth,Rich sparsely abundant                                                                                                                                                                                                     "|"GBIF      "
2813|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,United States,Missouri,Newton,Rich moist woods, about spring. Haddock Spring, 3 miles NW of Wentworth.                                                                                                                                          "|"GBIF      "
2814|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,United States,Missouri,Dent,Moist shaded area where slow moving spring branch enter Current River.                                                                                                                                              "|"GBIF      "
2815|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,United States,Missouri,Audrain,On floodplain of Scattering Fork of Salt River near Highway 54 common under trees on sandy soil; flowers white                                                                                                   "|"GBIF      "
